Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-08-28,Pilot,12,OBS-01/09,2–3,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,10:53,10:55,,0,,Transferred the email request into Exact as a purchasing entry.,,2;3,Mapped / C,Transfer of request information into Exact and creation of a purchasing entry both fall within purchase-order preparation. Tasks 2–3 do not create separate analytical activities.,The email request is explicitly transferred into Exact as a purchasing entry. Keep the combined two-minute episode once under Tasks 2–3; no task-level duration split.,,Arno,historical_task_id,C,10:53–10:55,INT 0,2 / 2,12: OBS-01/09; 10:53–10:55,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01/09                                                         | 10:53–10:55 | 2   | 2–3             | C     | Enter request information into Exact                    | INT 0          | Transferred the email request into Exact as a purchasing entry.                                                                                                                                                                                                                       |,"{""Case"": ""OBS-01/09"", ""Time"": ""10:53–10:55"", ""Min"": ""2"", ""Task ID"": ""2–3"", ""Status"": ""C"", ""Activity"": ""Enter request information into Exact"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Transferred the email request into Exact as a purchasing entry.""}"
2026-08-28,Pilot,13,OBS-10,17?,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,APPROXIMATE,,,Approximate; see source,\~10:55,,,1,,Started on a different PO and was interrupted by an incoming email.,,17,Mapped / P,Starting another PO supports probable order preparation. The approximately one-minute duration remains approximate and does not become exact eligible time.,"Starting another PO supports ordering and probable Task 17. Source timing and duration are approximate (~10:55, ~1 minute); store one approximate minute separately and do not include it in exact eligible-minute totals.",,Arno,historical_task_id,P,\~10:55,INT 1,n/a / n/a,13: OBS-10; \~10:55,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-10                                                            | \~10:55     | \~1 | 17?             | P     | Open / start work on another PO                         | INT 1          | Started on a different PO and was interrupted by an incoming email.                                                                                                                                                                                                                   |,"{""Case"": ""OBS-10"", ""Time"": ""\\~10:55"", ""Min"": ""\\~1"", ""Task ID"": ""17?"", ""Status"": ""P"", ""Activity"": ""Open / start work on another PO"", ""Vol / INT"": ""INT 1"", ""Observation note"": ""Started on a different PO and was interrupted by an incoming email.""}"
2026-08-28,Pilot,14,OBS-11,1?,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,3,Exact recorded interval,10:56,10:59,,0,,Handled the email that interrupted OBS-10. Exact nature not specified.,,unassigned,Unresolved / ?,"The interrupting email was handled, but its content is unspecified. Generic email handling does not establish explicit information retrieval or a defined purchasing request.","Handling the interrupting email is recorded for three minutes, but its nature is explicitly unspecified. Email handling alone does not establish a purchasing need, Task 1, stage or eligibility.",,Arno,historical_task_id,P,10:56–10:59,INT 0,3 / n/a,14: OBS-11; 10:56–10:59,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11                                                            | 10:56–10:59 | 3   | 1?              | P     | Process the interrupting email                          | INT 0          | Handled the email that interrupted OBS-10. Exact nature not specified.                                                                                                                                                                                                                |,"{""Case"": ""OBS-11"", ""Time"": ""10:56–10:59"", ""Min"": ""3"", ""Task ID"": ""1?"", ""Status"": ""P"", ""Activity"": ""Process the interrupting email"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Handled the email that interrupted OBS-10. Exact nature not specified.""}"
2026-08-28,Pilot,15,OBS-01/09,23,Send the purchase order to the supplier,C,Ordering,C,INCLUDE,APPROXIMATE,,,Approximate; see source,\~10:59,,,0,,Returned to the earlier case and forwarded the PO.,,23,Mapped / C,Supplier-facing PO forwarding is explicit. Preserve the approximately one-minute duration separately from exact timing.,Explicit supplier-PO forwarding belongs to the existing OBS-01/09 case. Source gives approximately one minute only; preserve separately from exact eligible-minute totals.,,Arno,historical_task_id,C,\~10:59,INT 0,n/a / n/a,15: OBS-01/09; \~10:59,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01/09                                                         | \~10:59     | \~1 | 23              | C     | Forward PO to supplier                                  | INT 0          | Returned to the earlier case and forwarded the PO.                                                                                                                                                                                                                                    |,"{""Case"": ""OBS-01/09"", ""Time"": ""\\~10:59"", ""Min"": ""\\~1"", ""Task ID"": ""23"", ""Status"": ""C"", ""Activity"": ""Forward PO to supplier"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Returned to the earlier case and forwarded the PO.""}"
2026-08-28,Pilot,16,Other PO,—,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,,Untimed,\~11:00,,,,,Concerns a PO whose earlier processing lies outside the observation horizon. Excluded from case-level analysis.,,unassigned,Unresolved / ?,"The Sales call concerns a PO, but its subject is unknown. No specific purchasing activity or duration is inferred from surrounding timestamps.",Call to Sales concerns a PO whose earlier processing was outside the observation horizon; its purpose is unspecified and no duration is recorded. Preserve this untimed occurrence and the source exclusion from case-level analysis without inventing three minutes from the surrounding clock gap.,,Arno,historical_task_id,**U**,\~11:00,—,n/a / n/a,16: Other PO; \~11:00,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| Other PO                                                          | \~11:00     | —   | —               | **U** | Call to Sales department                                | —              | Concerns a PO whose earlier processing lies outside the observation horizon. Excluded from case-level analysis.                                                                                                                                                                       |,"{""Case"": ""Other PO"", ""Time"": ""\\~11:00"", ""Min"": ""—"", ""Task ID"": ""—"", ""Status"": ""**U**"", ""Activity"": ""Call to Sales department"", ""Vol / INT"": ""—"", ""Observation note"": ""Concerns a PO whose earlier processing lies outside the observation horizon. Excluded from case-level analysis.""}"
2026-08-28,Pilot,17,OBS-12,1?,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,3,3,Exact recorded interval,11:03,11:06,,0,,Read through and organized the incoming request information.,,1,Mapped / P,"Reading and organizing request information is known, but the requirement and transaction purpose are absent. Do not force either requirement establishment or defined-request completion.","Reading and organizing incoming purchasing-request information supports probable intake coverage. The requirement content and transaction purpose are not given, so the stage remains UNKNOWN rather than automatically specification or ordering; eligible observed time remains usable.",,Arno,historical_task_id,P,11:03–11:06,INT 0,3 / 3,17: OBS-12; 11:03–11:06,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-12                                                            | 11:03–11:06 | 3   | 1?              | P     | Process email request                                   | INT 0          | Read through and organized the incoming request information.                                                                                                                                                                                                                          |,"{""Case"": ""OBS-12"", ""Time"": ""11:03–11:06"", ""Min"": ""3"", ""Task ID"": ""1?"", ""Status"": ""P"", ""Activity"": ""Process email request"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Read through and organized the incoming request information.""}"
2026-08-28,Pilot,18,OBS-13,—,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,3,Exact recorded interval,11:06,11:09,,0,,Aftercare on an existing PO following a colleague's question. **No register task covers colleague-initiated PO aftercare.**,,unassigned,U / C,"Colleague-initiated PO aftercare is explicit, but no status-tracing, delivery or post-receipt discrepancy purpose is given. Preserve the aftercare exclusion and unresolved activity.",Colleague-initiated existing-PO aftercare is explicit and unregistered. Exclude by documented purpose despite the absence of a seven-family EXC code; aftercare alone does not establish whether the transaction is at monitoring or post-delivery follow-up.,,Arno,historical_task_id,**U**,11:06–11:09,INT 0,3 / n/a,18: OBS-13; 11:06–11:09,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-13                                                            | 11:06–11:09 | 3   | —               | **U** | Call colleague regarding PO aftercare                   | INT 0          | Aftercare on an existing PO following a colleague's question. **No register task covers colleague-initiated PO aftercare.**                                                                                                                                                           |,"{""Case"": ""OBS-13"", ""Time"": ""11:06–11:09"", ""Min"": ""3"", ""Task ID"": ""—"", ""Status"": ""**U**"", ""Activity"": ""Call colleague regarding PO aftercare"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Aftercare on an existing PO following a colleague's question. **No register task covers colleague-initiated PO aftercare.**""}"
2026-08-28,Pilot,19,OBS-14/15,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,4,4,Exact recorded interval,11:09,11:13,,0,,Decision appeared to rely on memory; the observer noted a clear visual cue of recall behaviour. **Expertise-dependence evidence (EXP).**,,7;8,Mapped / P,"MAX search/assessment and a decision are documented; retain provisional translated task coverage. Apparent memory use is an observational interpretation, not a new action or decision duration.","Translate old Tasks 8–9 to current Tasks 7–8. MAX and a decision are documented; the observer interpreted a visual cue as apparent memory use, but neither actual consolidation nor the current post-MAX hold/proceed tasks are established. Preserve qualitative expertise-dependence evidence without inventing decision minutes.",,Arno,historical_task_id,P,11:09–11:13,INT 0,4 / 4,19: OBS-14/15; 11:09–11:13,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14/15                                                         | 11:09–11:13 | 4   | 8–9             | P     | Maximalisatie and decision                              | INT 0          | Decision appeared to rely on memory; the observer noted a clear visual cue of recall behaviour. **Expertise-dependence evidence (EXP).**                                                                                                                                              |,"{""Case"": ""OBS-14/15"", ""Time"": ""11:09–11:13"", ""Min"": ""4"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie and decision"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Decision appeared to rely on memory; the observer noted a clear visual cue of recall behaviour. **Expertise-dependence evidence (EXP).**""}"
2026-08-28,Pilot,20,OBS-14/15,—,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,3,3,Exact recorded interval,11:13,11:16,,0,,A technical drawing was required before the PO could proceed. **No register task covers obtaining a drawing or technical specification.**,,unassigned,U / C,"Colleague contact concerns a required drawing, but defining requirements versus retrieving an existing document is unresolved. Do not assume a retrieval activity from the drawing topic alone.",Obtaining a required drawing from colleagues is unregistered purchasing work. The note does not establish whether requirements are being defined or an existing document is being retrieved; drawing context alone does not justify VW1 or a firm ordering assignment.,,Arno,historical_task_id,**U**,11:13–11:16,INT 0,3 / 3,20: OBS-14/15; 11:13–11:16,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14/15                                                         | 11:13–11:16 | 3   | —               | **U** | Contact colleagues about a required drawing             | INT 0          | A technical drawing was required before the PO could proceed. **No register task covers obtaining a drawing or technical specification.**                                                                                                                                             |,"{""Case"": ""OBS-14/15"", ""Time"": ""11:13–11:16"", ""Min"": ""3"", ""Task ID"": ""—"", ""Status"": ""**U**"", ""Activity"": ""Contact colleagues about a required drawing"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""A technical drawing was required before the PO could proceed. **No register task covers obtaining a drawing or technical specification.**""}"
2026-08-28,Pilot,21,OBS-14/15,17 + 23 + **U**,Combined activities,?,Unresolved stage,?,INCLUDE,VALID,7,7,Exact recorded interval,11:16,11:23,5L,1,,"Includes 11:20–11:23 as continuation of the same work. Mixes PO completion, forwarding and the unmapped drawing requirement.","Prepare, amend or release a purchase order; Send the purchase order to the supplier",17;23,Mixed / C,PO completion and beginning supplier forwarding are supported distinct catalog components. The same inseparable interval also contains a drawing requirement whose activity remains unresolved; list only supported components and preserve UNKNOWN stage and the full interval.,"The seven-minute interval explicitly combines PO completion, beginning forwarding and the unregistered drawing requirement, including 11:20–11:23. Registered ordering work is present, but the drawing purpose is unresolved; retain UNKNOWN for the inseparable episode rather than infer a second stage or split minutes.",,Arno,historical_task_id,U,11:16–11:23,"5L, INT 1",7 / 7,21: OBS-14/15; 11:16–11:23,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-14/15                                                         | 11:16–11:23 | 7   | 17 + 23 + **U** | U     | Continue PO, drawing check, begin forwarding            | 5L, INT 1      | Includes 11:20–11:23 as continuation of the same work. Mixes PO completion, forwarding and the unmapped drawing requirement.                                                                                                                                                          |","{""Case"": ""OBS-14/15"", ""Time"": ""11:16–11:23"", ""Min"": ""7"", ""Task ID"": ""17 + 23 + **U**"", ""Status"": ""U"", ""Activity"": ""Continue PO, drawing check, begin forwarding"", ""Vol / INT"": ""5L, INT 1"", ""Observation note"": ""Includes 11:20–11:23 as continuation of the same work. Mixes PO completion, forwarding and the unmapped drawing requirement.""}"
2026-08-28,Pilot,22,OBS-14/15,23,Send the purchase order to the supplier,P,Ordering,P,REVIEW_SCOPE,UNCERTAIN,,6,Exact recorded interval,11:23,11:29,,≥1,,Includes 11:27–11:29 as continuation. **Open issue: whether these minutes are active work on this PO or time spent on the interrupting calls — see §4.**,,23,Mapped / P,"The row is recorded as supplier forwarding, but attribution of the six minutes between that work and interrupting calls is unresolved. The existing timing-quality exclusion remains; no call content or split is inferred.","The six-minute interval is recorded as forwarding interrupted by calls, but source §4 leaves attribution between the PO and calls unresolved. Keep the interval intact and hold it out; do not treat 11:27–11:29 as a gap or allocate any of these minutes to inferred call tasks.",,Arno,historical_task_id,P,11:23–11:29,INT ≥1,6 / n/a,22: OBS-14/15; 11:23–11:29,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-14/15                                                         | 11:23–11:29 | 6   | 23              | P     | Forwarding, interrupted by calls                        | INT ≥1         | Includes 11:27–11:29 as continuation. **Open issue: whether these minutes are active work on this PO or time spent on the interrupting calls — see §4.**                                                                                                                              |","{""Case"": ""OBS-14/15"", ""Time"": ""11:23–11:29"", ""Min"": ""6"", ""Task ID"": ""23"", ""Status"": ""P"", ""Activity"": ""Forwarding, interrupted by calls"", ""Vol / INT"": ""INT ≥1"", ""Observation note"": ""Includes 11:27–11:29 as continuation. **Open issue: whether these minutes are active work on this PO or time spent on the interrupting calls — see §4.**""}"
2026-08-28,Pilot,23,OBS-14/15,23,Send the purchase order to the supplier,P,Ordering,P,REVIEW_SCOPE,UNCERTAIN,,1,Exact recorded interval,11:29,11:30,,≥1,,Same open issue as above.,,23,Mapped / P,The same provisional forwarding interpretation and unresolved call attribution apply to this minute. Preserve the combined seven-minute holdout across these two source rows.,"The same unresolved forwarding-versus-interrupting-call attribution applies to this one minute. Together with the preceding row, seven recorded minutes are held out, without redistribution or reconstruction.",,Arno,historical_task_id,P,11:29–11:30,INT ≥1,1 / n/a,23: OBS-14/15; 11:29–11:30,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-14/15                                                         | 11:29–11:30 | 1   | 23              | P     | Forwarding, interrupted again                           | INT ≥1         | Same open issue as above.                                                                                                                                                                                                                                                             |","{""Case"": ""OBS-14/15"", ""Time"": ""11:29–11:30"", ""Min"": ""1"", ""Task ID"": ""23"", ""Status"": ""P"", ""Activity"": ""Forwarding, interrupted again"", ""Vol / INT"": ""INT ≥1"", ""Observation note"": ""Same open issue as above.""}"
2026-08-28,Pilot,24,OBS-16,—,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,8,Exact recorded interval,11:30,11:38,,0,,"A colleague raised a question about an existing PO; something appeared to be missing, leading to a discussion about whether it was genuinely missing and what had happened. Possibly related to Task 31, but this is a colleague query rather than a confirmed unavailable component.",,unassigned,U / C,"Discussion of a potentially missing item is documented aftercare, but the transaction position and precise response are unknown. Do not infer status tracing, receipt, or supplier-reported unavailability.",The eight-minute discussion concerns a potentially missing item on an existing PO and is explicitly aftercare. Task 31 is not established because supplier-reported unavailability is unconfirmed. Exclude this episode independently of the later same-case ordering actions.,,Arno,historical_task_id,**U**,11:30–11:38,INT 0,8 / n/a,24: OBS-16; 11:30–11:38,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-16                                                            | 11:30–11:38 | 8   | —               | **U** | PO aftercare following a colleague's question           | INT 0          | A colleague raised a question about an existing PO; something appeared to be missing, leading to a discussion about whether it was genuinely missing and what had happened. Possibly related to Task 31, but this is a colleague query rather than a confirmed unavailable component. |","{""Case"": ""OBS-16"", ""Time"": ""11:30–11:38"", ""Min"": ""8"", ""Task ID"": ""—"", ""Status"": ""**U**"", ""Activity"": ""PO aftercare following a colleague's question"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""A colleague raised a question about an existing PO; something appeared to be missing, leading to a discussion about whether it was genuinely missing and what had happened. Possibly related to Task 31, but this is a colleague query rather than a confirmed unavailable component.""}"
2026-08-28,Pilot,25,OBS-16,2–3 or 17,"Prepare, amend or release a purchase order",P,Ordering,C,REVIEW_SCOPE,VALID,,2,Exact recorded interval,11:38,11:40,,0,,Unresolved whether this created a purchasing entry from a request (2–3) or completed the supplier PO (17).,,2;3 or 17,Mapped / P,"Purchasing-entry creation and supplier-PO completion remain alternative task mappings, but both belong to order preparation. Preserve provisional confidence and the independent mixed-scope review.","Entering the order is clear ordering work, but Tasks 2–3 versus Task 17 remain alternatives, not simultaneously observed steps. This follows excluded aftercare in OBS-16; whether it is eligible new demand or remedial aftercare is unrecorded. Hold the two minutes for scope review without excluding the whole case automatically.",,Arno,historical_task_id,P,11:38–11:40,INT 0,2 / n/a,25: OBS-16; 11:38–11:40,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16                                                            | 11:38–11:40 | 2   | 2–3 or 17       | P     | Enter order into Exact                                  | INT 0          | Unresolved whether this created a purchasing entry from a request (2–3) or completed the supplier PO (17).                                                                                                                                                                            |,"{""Case"": ""OBS-16"", ""Time"": ""11:38–11:40"", ""Min"": ""2"", ""Task ID"": ""2–3 or 17"", ""Status"": ""P"", ""Activity"": ""Enter order into Exact"", ""Vol / INT"": ""INT 0"", ""Observation note"": ""Unresolved whether this created a purchasing entry from a request (2–3) or completed the supplier PO (17).""}"
